Id,Label,timeset,pageranks,eigencentrality
ftp://ftp.unicode.org/Public/UCD/latest/ucd/UnicodeData.txt,,,0.000365,0.004624
ftp://www.unicode.org/Public,,,0.000359,0.007602
ftp://www.unicode.org/Public/UCD/latest/,,,0.000373,0.013669
glossary,,,0.000356,0.004671
glossary/#grapheme,,,0.000362,0.00322
glossary/index.html#unicode,,,0.000356,0.01233
glossary/index.html#utf_16_encoding_form,,,0.000351,0.01233
glossary/index.html#utf_16_encoding_scheme,,,0.000351,0.01233
glossary/index.html#utf_32_encoding_form,,,0.000351,0.01233
glossary/index.html#utf_32_encoding_scheme,,,0.000351,0.01233
glossary/index.html#utf_8_encoding_form,,,0.000351,0.01233
glossary/index.html#utf_8_encoding_scheme,,,0.000351,0.01233
help/translation.html,,,0.00037,0.001912
history/20thceleb/DeLaHuntSong.mp3,,,0.000369,0.001803
history/20thceleb/IUC32pictures.html,,,0.000401,0.003762
history/20thceleb/McKenna-VinePoetry.mp3,,,0.000369,0.001803
history/20thceleb/TexinLimerick.mp3,,,0.000369,0.001803
history/20thceleb/Trivia.mp3,,,0.000369,0.001803
history/EarthwebCommercial.avi,,,0.000362,0.001959
history/first-pr.htm,,,0.000362,0.001959
history/movie/CorneliusSong.MOV,,,0.000369,0.001803
history/movie/DeLaHuntSong.MOV,,,0.000369,0.001803
history/movie/McKennaPoetry.MOV,,,0.000369,0.001803
history/movie/TexinLimeric.MOV,,,0.000369,0.001803
history/movie/Uni-44kStereo.mp3,,,0.000362,0.001959
history/movie/UniMovie-large.mov,,,0.000362,0.001959
history/movie/UniMovie-small.mov,,,0.000362,0.001959
history/photoalbum/dinner.html,,,0.000381,0.001959
history/photoalbum/irg2007.html,,,0.000381,0.001959
history/photoalbum/magda10yrs.html,,,0.000381,0.001959
history/photoalbum/TUS5.html,,,0.000381,0.001959
history/photoalbum/utc118.html,,,0.000381,0.001959
history/unicode88.pdf,,,0.00041,0.007741
history/unicodeMOV.mov,,,0.000362,0.001959
history/unicodeWMV.wmv,,,0.000362,0.001959
http://.com,,,0.000362,0.002176
http://192.0.2.1,,,0.000421,0.002209
http://aa.usno.navy.mil/faq/docs/UT.php,,,0.00035,0.009026
http://appsrv.cse.cuhk.edu.hk/~irg/,,,0.000406,0.02574
http://bb.at,,,0.000355,0.002176
http://BB.at,,,0.000355,0.002176
http://bby.com,,,0.000355,0.002176
http://Bcher.de,,,0.000355,0.002176
http://billposer.org/Software/unidesc.html,,,0.000357,0.004624
http://blog.typekit.com/2016/03/28/strengthening-the-fabric-of-digital-communications-support-the-unicode-consortium/,,,0.00036,0.004857
http://blog.unicode.org/,,,0.000481,0.063786
http://blog.unicode.org/2009/10/unicode-announcement-unicode-520.html,,,0.000354,0.009747
http://blog.unicode.org/2010/10/unicode-version-60-support-for-popular.html,,,0.000354,0.009747
http://blog.unicode.org/2011/02/unicode-version-60-complete-text-of.html,,,0.000354,0.009747
http://blog.unicode.org/2012/01/announcing-unicode-standard-version-61.html,,,0.000354,0.009747
http://blog.unicode.org/2012/04/unicode-version-61-complete-text-of.html,,,0.000354,0.009747
http://blog.unicode.org/2012/09/announcing-unicode-standard-version-62.html,,,0.000354,0.009747
http://blog.unicode.org/2012/11/the-unicode-6.html,,,0.000354,0.009747
http://blog.unicode.org/2013/09/announcing-unicode-standard-version-63.html,,,0.000354,0.009747
http://blog.unicode.org/2014/06/announcing-unicode-standard-version-70.html,,,0.000354,0.009747
http://blog.unicode.org/2014/10/unicode-version-70-complete-text-of.html,,,0.000354,0.009747
http://blog.unicode.org/2015/06/announcing-unicode-standard-version-80.html,,,0.000354,0.009747
http://blog.unicode.org/2015/08/unicode-version-80-complete-text-of.html,,,0.000354,0.009747
http://blog.unicode.org/2016/06/announcing-unicode-standard-version-90.html,,,0.000354,0.009747
http://blog.unicode.org/2016/06/encoding-mayan-script-your-adopt.html,,,0.00036,0.004857
http://blog.unicode.org/2016/07/adopt-character-grant-to-support.html,,,0.00036,0.004857
http://blog.unicode.org/2016/07/unicode-version-90-complete-text-of.html,,,0.000354,0.009747
http://blog.unicode.org/2016/12/adopt-character-grant-to-support-indic.html,,,0.000396,0.004857
http://blog.unicode.org/2017/06/announcing-unicode-standard-version-100.html,,,0.000354,0.009747
http://blog.unicode.org/2017/07/adopt-character-grant-to-support-three.html,,,0.000384,0.004857
http://blog.unicode.org/2017/08/unicode-100-paperback-available.html,,,0.000354,0.009747
http://blog.unicode.org/2018/02/adopt-character-grant-to-support-three.html,,,0.000412,0.059389
http://blog.unicode.org/2018/02/unicode-emoji-110-characters-now-final.html,,,0.000376,0.054532
http://blog.unicode.org/2018/02/unicode-emoji-110-characters-now-ready.html,,,0.000376,0.054532
http://blog.unicode.org/2018/03/cldr-version-33-released.html,,,0.000376,0.054532
http://blog.unicode.org/2018/03/icu-61-released.html,,,0.000376,0.054532
http://blog.unicode.org/2018/04/submissions-open-for-2020-emoji.html,,,0.000376,0.054532
http://blog.unicode.org/2018/05/emoji-draft-candidates-for-2019.html,,,0.000376,0.054532
http://blog.unicode.org/2018/06/announcing-unicode-standard-version-110.html,,,0.000387,0.08035
http://blog.unicode.org/feeds/posts/default?alt=rss,,,0.000388,0.059677
http://blogs.technet.com/srd/archive/2009/05/18/more-information-about-the-iis-authentication-bypass.aspx,,,0.000365,0.004466
http://ccnmtl.columbia.edu/projects/mmt/udhr/,,,0.000364,0.006165
http://checkers.peoplesoft.com/events.nsf/07dd07bae4e2a86b8825666700767bbf/f59d0dfabda3a051882569190047a690?OpenDocument,,,0.000355,0.007377
http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.41.9729,,,0.000355,0.007377
http://cldr./,,,0.000376,0.054532
http://cldr./index,,,0.000376,0.054532
http://cldr./index/bug-reports,,,0.000376,0.054532
http://cldr./index/charts,,,0.000376,0.054532
http://cldr./index/cldr-spec,,,0.000376,0.054532
http://cldr./index/downloads,,,0.000376,0.054532
http://cldr./index/process,,,0.000376,0.054532
http://cldr./index/survey-tool,,,0.000376,0.054532
http://cldr.unicode.org,,,0.000403,0.033431
http://cldr.unicode.org/,,,0.000587,0.183384
http://cldr.unicode.org/development/updating-dtds,,,0.00035,0.009026
http://cldr.unicode.org/index,,,0.000405,0.065747
http://cldr.unicode.org/index#TOC-General-Schedule-,,,0.000355,0.006963
http://cldr.unicode.org/index/acknowledgments,,,0.000407,0.012533
http://cldr.unicode.org/index/bcp47-extension,,,0.00035,0.009026
http://cldr.unicode.org/index/bug-reports,,,0.000506,0.095028
http://cldr.unicode.org/index/charts,,,0.000376,0.054532
http://cldr.unicode.org/index/cldr-spec,,,0.000387,0.058784
http://cldr.unicode.org/index/downloads,,,0.00043,0.081028
http://cldr.unicode.org/index/downloads/cldr-1-8-1,,,0.000352,0.007325
http://cldr.unicode.org/index/downloads/cldr-1-9-1,,,0.000352,0.007325
http://cldr.unicode.org/index/process,,,0.000505,0.094586
iso15924/codelists.html,,,0.000426,0.068139
http://cldr.unicode.org/index/process#TOC-Data-Submission-and-Vetting-Process,,,0.00035,0.009026
http://cldr.unicode.org/index/process#TOC-Meetings-and-Communication,,,0.000378,0.008248
http://cldr.unicode.org/index/process/cldr-data-retention-policy,,,0.000362,0.006963
http://cldr.unicode.org/index/survey-tool,,,0.000376,0.054532
http://cldr.unicode.org/locale_faq-html,,,0.000374,0.024049
http://cldr.unicode.org/translation,,,0.00035,0.009026
http://cmcl.aai.uni-hamburg.de/~iacs/,,,0.000353,0.004514
http://cups.cs.cmu.edu/soups/2006/proceedings/p79_downs.pdf,,,0.000355,0.002176
http://czyborra.com/unicode/motivation.html,,,0.000355,0.007377
http://de.wikipedia.org/wiki/Christian_Galinski,,,0.000357,0.000545
http://de.wikipedia.org/wiki/Michael_Everson,,,0.000357,0.000545
http://deity.gov.in/,,,0.000355,0.004186
http://demo.icu-project.org/icu-bin/locexp,,,0.00035,0.009026
http://demo.icu-project.org/icu-bin/translit/,,,0.00035,0.009026
http://developpeur.journaldunet.com/tutoriel/theo/040518-encodages.shtml,,,0.000355,0.007377
http://devzone.zend.com/node/view/id/874,,,0.000355,0.007377
http://dictionary.sanseido-publ.co.jp/dicts/ja/unicode_cc/,,,0.000362,0.005763
http://docs.oracle.com/javase/6/docs/api/java/text/Collator.html,,,0.000357,0.008484
http://docs.oracle.com/javase/6/docs/api/java/text/RuleBasedCollator.html,,,0.000357,0.008484
http://docs.oracle.com/javase/7/docs/api/java/text/ChoiceFormat.html,,,0.00035,0.009026
http://docs.oracle.com/javase/7/docs/api/java/text/MessageFormat.html,,,0.00035,0.009026
http://donsnotes.com/tech/charsets/byte_intl_char.html,,,0.000355,0.007377
http://emojipedia.org/,,,0.000356,0.007438
http://en.wikipedia.org/wiki/Favicon,,,0.000355,0.002176
http://en.wikipedia.org/wiki/Fitzpatrick_scale,,,0.000356,0.007438
http://en.wikipedia.org/wiki/Mark_Crispin,,,0.000372,0.004539
http://en.wikipedia.org/wiki/Network_Information_Centre,,,0.000355,0.002176
http://en.wikipedia.org/wiki/Regional_Indicator_Symbol,,,0.000356,0.007438
http://en.wikipedia.org/wiki/Sorting_algorithm,,,0.000357,0.008484
http://et.wikipedia.org/wiki/Peeter_Pll,,,0.000357,0.000545
http://fa.de,,,0.000355,0.002176
http://fontforge.sourceforge.net/,,,0.00036,0.005576
http://fonts.jp/hanazono/,,,0.000358,0.002201
http://googleblog.blogspot.ch/2012/02/unicode-over-60-percent-of-web.html,,,0.000359,0.004109
http://googleblog.blogspot.com/2008/05/moving-to-unicode-51.html,,,0.000355,0.007377
http://googleblog.blogspot.com/2010/01/unicode-nearing-50-of-web.html,,,0.000355,0.007377
http://home.ix.netcom.com/~asmus-inc/Tutorial5.0/index.html,,,0.00036,0.00861
http://i18napis.appspot.com/address/data/CH,,,0.00035,0.009026
http://i18napis.appspot.com/address/data/US,,,0.00035,0.009026
http://iana.org/,,,0.000358,0.00486
http://icu-project.org,,,0.000361,0.002081
http://incits.org/committees/l2,,,0.000358,0.00486
http://infitt.org,,,0.000374,0.004794
http://infitt.org/,,,0.000353,0.004514
http://inter-locale.com/ID/iuc27-a14.html,,,0.00036,0.00861
http://inter-locale.com/whitepaper/multilingual/ml73-ws-20050524.xml,,,0.00036,0.00861
http://isotc.iso.org/livelink/livelink?func=ll&objId=8917016&objAction=browse&sort=name&viewType=1,,,0.000365,0.010164
http://isotc.iso.org/livelink/livelink?func=ll&objId=8917016&objAction=browse&viewType=1,,,0.000373,0.006764
http://isotc.iso.org/livelink/livelink?func=ll&objId=8919192&objAction=browse&sort=name&viewType=1,,,0.000367,0.00486
http://java.sun.com/j2se/1.4.2/docs/api/,,,0.000364,0.004466
http://java.sun.com/j2se/1.5.0/docs/guide/intl/fontconfig.html,,,0.000371,0.004539
http://java.sun.com/javase/6/docs/technotes/guides/intl/fontconfig.html,,,0.000371,0.004539
http://jdlh.com/en/doc/2008/unicode_doggerel.html,,,0.000369,0.001803
http://labs.spotify.com/2013/06/18/creative-usernames/,,,0.000365,0.004466
http://lcweb.loc.gov/marc/specifications/speccharucs.html,,,0.000355,0.007377
http://lcweb.loc.gov/standards/iso639-2/,,,0.000397,0.01407
http://lds.org/?lang=eng,,,0.000353,0.004514
http://lgi.osi.hu/documents.php?id=1244,,,0.000355,0.007377
http://linguistics.berkeley.edu/sei,,,0.000353,0.004514
http://linguistics.berkeley.edu/sei/,,,0.000455,0.034046
http://macchiato.com/slides/Unicode_from_a_distance.ppt,,,0.00036,0.00861
http://macchiato.com/slides/UnicodeMyths.pdf,,,0.00036,0.00861
http://mara.gov.om,,,0.000355,0.004186
http://mrdba.info/unicode-converter/,,,0.000359,0.001912
http://msdn.microsoft.com/en-us/library/aa331875.aspx,,,0.00035,0.009026
http://msdn.microsoft.com/en-us/library/ms679351.aspx,,,0.00035,0.009026
http://msdn.microsoft.com/en-us/library/system.globalization.cultureinfo(vs.71).aspx,,,0.00035,0.009026
http://msdn.microsoft.com/msdnmag/issues/07/01/Unicode/default.aspx,,,0.000355,0.007377
http://my.wikipedia.org/wiki/Wikipedia:Font,,,0.000359,0.001912
http://news.bbc.co.uk/2/hi/africa/7138128.stm,,,0.000355,0.007377
http://obits.dignitymemorial.com/dignity-memorial/obituary.aspx?n=Michael-Kaplan&lc=4246&pid=176192738&uuid=ec6b8cda-c4b1-4b5f-9422-925b1e09a03a,,,0.000372,0.004539
http://oreilly.com/catalog/9780596514471/,,,0.000362,0.005763
http://oss.software.ibm.com/icu/charset/,,,0.000362,0.010633
http://ossipedia.ipa.go.jp/ipafont/,,,0.000358,0.002201
http://people.ischool.berkeley.edu/~hearst/papers/why_phishing_works.pdf,,,0.000355,0.002176
http://people.w3.org/rishida/blog/?p=70,,,0.000355,0.007377
http://planetmath.org/stablesortingalgorithm,,,0.000357,0.008484
http://r12a.github.io/apps/conversion/,,,0.000371,0.001912
http://r12a.github.io/scripts/fontlist/,,,0.000355,0.004991
http://repositories.cdlib.org/tlg/unicode/,,,0.000361,0.011468
http://rishida.net/scripts/myanmar/,,,0.000359,0.001912
http://rishida.net/scripts/uniview/,,,0.000357,0.004624
http://rishida.net/tools/analysestring/,,,0.000357,0.004624
http://rishida.net/tools/conversion/,,,0.000357,0.004624
http://san-jose.cafebonappetit.com/cafe/layers-adobe/,,,0.000421,0.002209
http://scccroselfservice.org/web/document/DOC462S21743,,,0.000363,0.014313
http://scripts.sil.org/cms/scripts/page.php?site_id=nrsi&id=IWS-Chapter03,,,0.000355,0.007377
http://scripts.sil.org/cms/scripts/page.php?site_id=nrsi&id=IWS-Chapter04a,,,0.000355,0.007377
http://scripts.sil.org/cms/scripts/page.php?site_id=nrsi&id=IWS-Chapter04b,,,0.000355,0.007377
http://scripts.sil.org/cms/scripts/page.php?site_id=projects&item_id=graphite_apps,,,0.000355,0.004991
http://scripts.sil.org/cms/scripts/page.php?site_id=projects&item_id=graphite_devFont,,,0.000355,0.004991
http://scripts.sil.org/cms/scripts/page.php?site_id=projects&item_id=graphite_home,,,0.000355,0.004991
http://scripts.sil.org/GraphiteCompilerDownload,,,0.000355,0.004991
http://scriptsource.org/,,,0.000382,0.018538
http://search.cpan.org/~bdfoy/Unicode-Tussle-1.03/lib/Unicode/Tussle.pm,,,0.000357,0.004624
http://shop.csa.ca/,,,0.000357,0.008484
http://site.icu-project.org/,,,0.000485,0.086926
http://site.icu-project.org/bugs,,,0.000356,0.004671
http://site.icu-project.org/charts/charset,,,0.000375,0.001912
http://site.icu-project.org/contacts,,,0.000385,0.013561
http://site.icu-project.org/download,,,0.000355,0.007383
http://site.icu-project.org/home,,,0.000356,0.004671
http://sites.google.com,,,0.000366,0.011692
http://sites.google.com/site/cldr/system/app/pages/reportAbuse,,,0.000355,0.006963
http://sites.google.com/site/unicodelitc/system/app/pages/reportAbuse,,,0.000359,0.00473
http://smile.amazon.com/ch/77-0269756,,,0.000365,0.004295
http://source.icu-project.org/repos/icu/icuhtml/trunk/design/jit_localization.html,,,0.00035,0.009026
http://st.unicode.org/UnicodeJsps/list-unicodeset.jsp?a=%5B%3Aemoji%3A%5D&g=emoji,,,0.000359,0.002955
http://standards.iso.org/ittf/PubliclyAvailableStandards/c063182_ISO_IEC_10646_2014.zip,,,0.00036,0.006764
http://standards.iso.org/ittf/PubliclyAvailableStandards/c063182_ISO_IEC_10646_2014_Electronic_Inserts.zip,,,0.00036,0.006764
http://standards.iso.org/ittf/PubliclyAvailableStandards/c065047_ISO_IEC_10646_2014_Amd_1_2015.zip,,,0.00036,0.006764
http://standards.iso.org/ittf/PubliclyAvailableStandards/c065047_ISO_IEC_10646_2014_Amd_1_2015_Electronic_inserts.zip,,,0.00036,0.006764
http://standards.iso.org/ittf/PubliclyAvailableStandards/c066791_IEC_10646_2014_Amd_2_2016.zip,,,0.00036,0.006764
http://standards.iso.org/ittf/PubliclyAvailableStandards/c066791_IEC_10646_2014_Amd_2_2016_Electronic_inserts.zip,,,0.00036,0.006764
http://standards.iso.org/ittf/PubliclyAvailableStandards/c069119_ISO_IEC_10646_2017.zip,,,0.00036,0.006764
http://standards.iso.org/ittf/PubliclyAvailableStandards/index.html,,,0.000404,0.012349
http://std.dkuug.dk/JTC1/SC2/,,,0.000353,0.004514
http://std.dkuug.dk/jtc1/sc2/wg2/,,,0.00037,0.014045
http://std.dkuug.dk/jtc1/sc2/wg2/docs/n2908.pdf,,,0.00036,0.001912
http://std.dkuug.dk/jtc1/sc2/wg2/docs/n2934.pdf,,,0.00036,0.001912
http://std.dkuug.dk/jtc1/sc2/wg2/docs/n3312.pdf,,,0.00036,0.001912
http://std.dkuug.dk/jtc1/sc2/wg2/docs/n3334.pdf,,,0.00036,0.001912
http://std.dkuug.dk/jtc1/sc2/wg2/latestdocs.html,,,0.00036,0.001912
http://tcvn.gov.vn,,,0.000353,0.004514
http://tf.nist.gov/,,,0.00035,0.009026
http://tftus.com/,,,0.000355,0.004186
http://twitter.com/unicode/,,,0.000416,0.059677
http://udhr.video,,,0.000364,0.006165
http://udhr.video/,,,0.000364,0.006165
http://uli./,,,0.000376,0.054532
http://uli.unicode.org/,,,0.000459,0.087255
http://uli.unicode.org/home/uli-charter,,,0.000359,0.00473
http://unicode-inc.blogspot.com/,,,0.000392,0.019127
http://unstats.un.org/unsd/methods/m49/m49.htm,,,0.00035,0.009026
http://unstats.un.org/unsd/methods/m49/m49regin.htm,,,0.00035,0.009026
http://userguide.icu-project.org/collation,,,0.000357,0.008484
http://utilika.org/,,,0.000353,0.004514
http://validator.w3.org,,,0.000363,0.014313
http://validator.w3.org/,,,0.000371,0.001912
http://varamozhi.sourceforge.net/iscii91.pdf,,,0.00036,0.005576
http://w3techs.com/technologies/details/en-utf8/all/all,,,0.000359,0.004109
http://web.tiscali.it/marco.cimarosti/pro_graf.html,,,0.000355,0.007377
http://webstore.ansi.org/,,,0.000375,0.002185
http://wikimediafoundation.org/wiki/Home,,,0.000353,0.004514
timesens/logistics-utc154.html,,,0.000353,0.005239
http://www.511.org,,,0.000391,0.000833
http://www.aa.tufs.ac.jp/en,,,0.000353,0.004514
http://www.adobe.com,,,0.000355,0.004186
http://www.adobe.com/devnet/opentype/,,,0.00036,0.005576
http://www.adobe.com/devnet/opentype/afdko/,,,0.000358,0.002201
http://www.adobe.com/go/Connectsetup,,,0.000376,0.000961
http://www.adobe.com/go/ConnectSetupMac,,,0.000376,0.000961
http://www.adobe.com/type/,,,0.000358,0.002201
http://www.alanwood.net/unicode/browsers.html,,,0.000371,0.004539
http://www.alanwood.net/unicode/fonts.html,,,0.00036,0.005576
http://www.alanwood.net/unicode/index.html,,,0.000371,0.004539
http://www.amazon.cn/gp/product/B00328IJ46?ver=gp&qid=1278002870&ref_=sr_1_1,,,0.000362,0.005763
http://www.amazon.com/exec/obidos/ASIN/1932026010/qid=1040674501/sr=11-1/ref=sr_11_1/002-5506471-6814454,,,0.000362,0.005763
http://www.amazon.com/exec/obidos/tg/feature/-/13004/,,,0.000355,0.007377
http://www.amazon.com/gp/product/0201700522/ref=pd_bxgy_img_b/002-7513385-3217658?_encoding=UTF8,,,0.000362,0.005763
http://www.amazon.com/gp/product/059610121X/qid=1151699952/sr=2-1/ref=pd_bbs_b_2_1/104-1645367-4868763?s=books&v=glance&n=283155,,,0.000362,0.005763
http://www.amazon.com/gp/product/0764546252/sr=8-1/qid=1144263998/ref=sr_1_1/002-7513385-3217658?_encoding=UTF8,,,0.000362,0.005763
http://www.amazon.fr/exec/obidos/ASIN/2711748278/qid=1151700038/sr=1-1/ref=sr_1_8_1/403-2470472-7172457,,,0.000362,0.005763
http://www.amazon.fr/exec/obidos/ASIN/2746205947/qid=1151700038/sr=1-2/ref=sr_1_8_2/403-2470472-7172457,,,0.000362,0.005763
http://www.amazon.fr/Unicode-5-0-pratique-Mark-Davis/dp/2100511408/ref=sr_1_1?ie=UTF8&s=books&qid=1213284665&sr=8-1,,,0.000362,0.005763
http://www.ansi.org,,,0.000363,0.005143
http://www.ansi.org/,,,0.000358,0.00486
http://www.ansi.org/internet_resources/overview/overview.aspx?menuid=12,,,0.000358,0.00486
http://www.apple.com,,,0.000355,0.004186
http://www.authorize.net/,,,0.000365,0.004295
http://www.babelstone.co.uk/Unicode/whatisit.html,,,0.000357,0.004624
http://www.basistech.com,,,0.000355,0.004186
http://www.bing.com,,,0.00052,0.037323
http://www.bortzmeyer.org/idn-et-phishing.html,,,0.000372,0.006642
http://www.cdfg.org,,,0.000353,0.004514
http://www.cdfg.org/,,,0.000353,0.004514
http://www.cl.cam.ac.uk/~mgk25/download/ucs-fonts.tar.gz,,,0.000371,0.004539
http://www.cl.cam.ac.uk/~mgk25/ucs-fonts.html,,,0.000371,0.004539
http://www.cl.cam.ac.uk/~mgk25/unicode.html#examples,,,0.000375,0.001912
http://www.cnn.com/2000/TECH/computing/03/31/one.alphabet.idg/,,,0.000355,0.007377
http://www.compart.com/,,,0.000355,0.004186
http://www.consortiuminfo.org/standardsblog/article.php?story=20061017163856508,,,0.000355,0.007377
http://www.cs.auckland.ac.nz/~pgut001/pubs/phishing.pdf,,,0.000355,0.002176
http://www.cs.cuhk.edu.hk/~irg,,,0.00036,0.006764
http://www.csc.fi/english,,,0.000353,0.004514
http://www.currency-iso.org/en/home/tables.html,,,0.00035,0.009026
http://www.ddj.com/architect/184410264,,,0.000355,0.007377
http://www.decodeunicode.org/,,,0.000361,0.009138
http://www.decotype.com,,,0.000355,0.004186
http://www.denic.de/,,,0.000353,0.004514
http://www.diendan.org/nhung-con-nguoi/do-ba-phuoc-1952-2015,,,0.000372,0.004539
http://www.digicert.com,,,0.000355,0.004186
http://www.dkuug.dk/jtc1/sc2/wg2/docs/n1866.pdf,,,0.000355,0.006207
http://www.duckduckgo.com,,,0.00052,0.037323
http://www.duden.de/rechtschreibung/downloaden,,,0.00035,0.009026
http://www.eki.ee,,,0.000357,0.000545
http://www.emojination.org,,,0.000355,0.004186
http://www.emojione.com,,,0.000355,0.004186
http://www.emojipedia.org,,,0.000355,0.004186
http://www.emojitracker.com/,,,0.000356,0.007438
http://www.emojixpress.com,,,0.000355,0.004186
http://www.evertype.com,,,0.000375,0.008854
http://www.evertype.com/,,,0.000398,0.007774
http://www.evertype.com/formal.html,,,0.00036,0.001912
http://www.evertype.com/standards/csur/,,,0.000367,0.002536
http://www.evertype.com/standards/iso10646/pdf/naxi-geba.pdf,,,0.000355,0.006207
http://www.evertype.com/standards/iso10646/pdf/rongorongo.pdf,,,0.000355,0.006207
http://www.evertype.com/standards/sc4/,,,0.000353,0.004514
http://www.facebook.com,,,0.000355,0.004186
http://www.facebook.com/pages/Friends-of-Unicode/127785250588285,,,0.000416,0.059677
http://www.factbites.com/topics/Chinese-input-methods-for-computers,,,0.000355,0.004991
http://www.fontlab.com/,,,0.00036,0.005576
http://www.fontmaster.nl/english/OTMaster_rdrct.html,,,0.000358,0.002201
http://www.fourmilab.ch/webtools/demoroniser/,,,0.000371,0.001912
http://www.francophonie.org/English.html,,,0.000353,0.004514
http://www.gala-global.org/,,,0.000353,0.004514
http://www.globalbydesign.com/2006/07/18/unicode-turns-50-today/,,,0.000355,0.007377
http://www.gmane.org/,,,0.000367,0.013561
http://www.gnome.org/,,,0.000353,0.004514
http://www.gnu.org/software/libiconv/,,,0.000375,0.001912
http://www.google.com,,,0.000355,0.004186
http://www.google.com/,,,0.00052,0.037323
http://www.google.com/search?q=input+method+editor,,,0.000355,0.004991
http://www.hluce.org/asia.aspx,,,0.000397,0.004101
http://www.hpl.hp.com/personal/ange/archives/archives-95/http-wg-archive/0313.html,,,0.000355,0.007377
http://www.htpassport.com,,,0.000355,0.004186
http://www.huawei.com,,,0.000355,0.004186
http://www.i18nguy.com/UnicodeBenefits.html,,,0.00036,0.00861
http://www.i18nguy.com/unicode-example.html,,,0.00036,0.00861
http://www.iab.org/,,,0.000358,0.00486
http://www.iana.org/assignments/character-sets,,,0.000356,0.003874
http://www.iana.org/assignments/language-subtag-registry,,,0.00035,0.009026
http://www.iana.org/time-zones,,,0.00035,0.009026
http://www.ibm.com,,,0.000355,0.004186
http://www.ibm.com/software/globalization/cdra/index.jsp,,,0.000356,0.003874
http://www.icann.org/,,,0.000353,0.004514
http://www.icu-project.org/,,,0.000375,0.019264
http://www.icu-project.org/apiref/icu4c/classMessageFormat.html,,,0.00035,0.009026
http://www.icu-project.org/apiref/icu4c/classRuleBasedNumberFormat.html,,,0.00035,0.009026
http://www.icu-project.org/apiref/icu4c/umsg_8h.html,,,0.00035,0.009026
http://www.icu-project.org/apiref/icu4j/com/ibm/icu/text/UnicodeSet.html,,,0.00035,0.009026
http://www.icu-project.org/charts/charset/,,,0.000357,0.002468
http://www.icu-project.org/docs/papers/globalizing_software.ppt,,,0.00036,0.00861
http://www.icu-project.org/docs/papers/supplementaries_iuc21.ppt,,,0.00036,0.00861
http://www.icu-project.org/docs/papers/unicode_overview.ppt,,,0.00036,0.00861
http://www.icu-project.org/userguide/,,,0.000357,0.002468
http://www.icu-project.org/userguide/boundaryAnalysis.html,,,0.00035,0.009026
http://www.icu-project.org/userguide/Collate_Customization.html,,,0.00035,0.009026
http://www.icu-project.org/userguide/conversion-data.html,,,0.000357,0.002468
http://www.icu-project.org/userguide/Transformations.html,,,0.00035,0.009026
http://www.icu-project.org/userguide/unicodeSet.html,,,0.00035,0.009026
http://www.idrc.ca/EN/Pages/default.aspx,,,0.000353,0.004514
http://www.iec.ch,,,0.000372,0.010002
http://www.ietf.org,,,0.000363,0.005143
http://www.ietf.org/,,,0.000362,0.009374
http://www.ietf.org/about/process-docs.html,,,0.000363,0.005143
http://www.ietf.org/html.charters/wg-dir.html,,,0.000363,0.005143
http://www.ietf.org/ID.html,,,0.000358,0.00486
http://www.ietf.org/iesg.html,,,0.000358,0.00486
http://www.ietf.org/rfc/rfc2026.txt,,,0.000363,0.005143
http://www.ietf.org/rfc/rfc2130.txt,,,0.000356,0.003874
http://www.ietf.org/rfc/rfc2277.txt,,,0.000356,0.003874
http://www.ietf.org/rfc/rfc2850.txt,,,0.000358,0.00486
http://www.ietf.org/rfc/rfc3492.txt,,,0.000356,0.003874
http://www.ietf.org/rfc/rfc3629.txt,,,0.000355,0.007383
http://www.ietf.org/rfc/rfc3935.txt,,,0.000358,0.00486
http://www.ietf.org/rfc/rfc5234.txt,,,0.00035,0.009026
http://www.ietf.org/rfc/rfc6067.txt,,,0.00035,0.009026
http://www.ietf.org/rfc/rfc6497.txt,,,0.00035,0.009026
http://www.ietf.org/wg/,,,0.000358,0.00486
http://www.incits.org,,,0.000372,0.010002
http://www.incits.org/,,,0.000358,0.003399
http://www.infitt.com/newsite/,,,0.000372,0.004539
http://www.infitt.org/ti2009/day3/TIC%202009%20communique%20(English).pdf,,,0.000374,0.004794
http://www.infoterm.info,,,0.000357,0.000545
http://www.iso.ch/,,,0.000365,0.015424
http://www.iso.org,,,0.00038,0.017501
http://www.iso.org/,,,0.000358,0.00486
http://www.iso.org/iso/about/iso_members.htm,,,0.000363,0.005143
http://www.iso.org/iso/catalogue_detail?csnumber=5448,,,0.00035,0.009026
http://www.iso.org/iso/country_codes,,,0.00035,0.009026
http://www.iso.org/iso/country_names_and_code_elements,,,0.00035,0.009026
http://www.iso.org/iso/en/prods-services/ISOstore/store.html,,,0.000375,0.002185
http://www.iso.org/iso/home/standards/benefitsofstandards/benefits_of_standards.htm,,,0.000373,0.007715
http://www.iso.org/iso/home/standards/currency_codes.htm,,,0.00035,0.009026
http://www.iso.org/iso/iso_technical_committee.html%3Fcommid%3D45050,,,0.000365,0.010164
http://www.iso.org/iso/iso8601,,,0.00035,0.009026
http://www.iso.org/iso/jtc1_home.html,,,0.000365,0.010164
http://www.iso.org/iso/standards_development/processes_and_procedures/iso_iec_directives_and_iso_supplement.htm,,,0.000363,0.005143
