Id,Content Type,Page Type,Subdomain,Label,timeset,pageranks,eigencentrality
L2/L2search.html#number,,html,#,,,0.00035,0.005587
L2/meetings/utc-meetings-early.html,,html,,,,0.000358,0.008639
L2/meetings/utc-meetings-early.html#joint,,html,#,,,0.000353,0.005239
L2/reg-hist.html,,html,,,,0.000353,0.003399
L2/sc2standards.html,,html,,,,0.000353,0.003399
L2/summary.html,,html,,,,0.000397,0.022986
L2018/18004-compat-dprk.pdf,,pdf,,,,0.00035,0.005587
L2018/18005-n4925-names-for-large-scripts.pdf,,pdf,,,,0.00035,0.005587
L2018/18008-closed-ai.html,,html,,,,0.00035,0.005587
L2018/18009-pubrev.html,,html,,,,0.00035,0.005587
L2018/18010r-khwarezmian.pdf,,pdf,,,,0.00035,0.005587
L2018/18011-info-kps9566-2011.pdf,,pdf,,,,0.00035,0.005587
L2018/18012-irgn2273-four-new-idcs.pdf,,pdf,,,,0.00035,0.005587
L2018/18013-svs-proposal.pdf,,pdf,,,,0.00035,0.005587
L2018/18014-feedbk-dprk-symbols.pdf,,pdf,,,,0.00035,0.005587
L2018/18015-malayalam-end-text-mark.pdf,,pdf,,,,0.00035,0.005587
L2018/18016r-dives-akuru.pdf,,pdf,,,,0.00035,0.005587
L2018/18017-encl-postal-mark.pdf,,pdf,,,,0.00035,0.005587
L2018/18020-std-var-seq-bopomofo-i.pdf,,pdf,,,,0.00035,0.005587
L2018/18021-bopomofo-info.pdf,,pdf,,,,0.00035,0.005587
L2018/18025-fdbk-editorial.pdf,,pdf,,,,0.00035,0.005587
L2018/18026-bidi-math-prop.html,,html,,,,0.00035,0.005587
L2018/18027-wg2-fdbk-response.pdf,,pdf,,,,0.00035,0.005587
L2018/18028-hamza-proposal.pdf,,pdf,,,,0.00035,0.005587
L2018/18030-palaeohispanic.pdf,,pdf,,,,0.00035,0.005587
L2018/18031-wg2-comments.pdf,,pdf,,,,0.00035,0.005587
L2018/18032-hindko.pdf,,pdf,,,,0.00035,0.005587
L2018/18034-malayalam-pushpika-name-chg.pdf,,pdf,,,,0.00035,0.005587
L2018/18035-vedic-gomukha-issues.pdf,,pdf,,,,0.00035,0.005587
L2018/18036-n4926-egyptian-controls.pdf,,pdf,,,,0.00035,0.005587
L2018/18037-case-map-circled-m.pdf,,pdf,,,,0.00035,0.005587
L2018/18038-mayan.pdf,,pdf,,,,0.00035,0.005587
L2018/18039-script-adhoc-rec.pdf,,pdf,,,,0.00035,0.005587
L2018/18040-sei-liaison-rept.pdf,,pdf,,,,0.00035,0.005587
L2018/18041-n4927-add-thai.pdf,,pdf,,,,0.00035,0.005587
L2018/18042-n4927a-iso-cd-20674-4.pdf,,pdf,,,,0.00035,0.005587
L2018/18043-n4927b-iso-tc046-n2654-results.pdf,,pdf,,,,0.00035,0.005587
L2018/18045-usource-china-tel-5831.pdf,,pdf,,,,0.00035,0.005587
L2018/18046-virama-zwj.pdf,,pdf,,,,0.00035,0.005587
L2018/18047-mayan-presentation.pdf,,pdf,,,,0.00035,0.005587
L2018/18048-4idc-comments.pdf,,pdf,,,,0.00035,0.005587
L2018/18049r-bidi-mirror.txt,,txt,,,,0.00035,0.005587
L2018/18050-seg-rule-update.pdf,,pdf,,,,0.00035,0.005587
L2018/18052-bopomofo-cmt.pdf,,pdf,,,,0.00035,0.005587
L2018/18053-consonant-suffixed.txt,,txt,,,,0.00035,0.005587
L2018/18054-tamil-shri.txt,,txt,,,,0.00035,0.005587
L2018/18055-feedbk-uax29.pdf,,pdf,,,,0.00035,0.005587
L2018/18056-future-adds.pdf,,pdf,,,,0.00035,0.005587
L2018/18057-kps9566-excl.pdf,,pdf,,,,0.00035,0.005587
L2018/18058-postal-mark-triangle.pdf,,pdf,,,,0.00035,0.005587
L2018/18059-pirate-flag.pdf,,pdf,,,,0.00035,0.005587
L2018/18060-sinhala-candrabindu.pdf,,pdf,,,,0.00035,0.005587
L2018/18061r-luri-letters.pdf,,pdf,,,,0.00035,0.005587
L2018/18062r-moon-var-prop2.pdf,,pdf,,,,0.00035,0.005587
L2018/18063-remove-ucs2003-ext-b.pdf,,pdf,,,,0.00035,0.005587
L2018/18064-add-uax45-chars.pdf,,pdf,,,,0.00035,0.005587
L2018/18065-gsource-chg.pdf,,pdf,,,,0.00035,0.005587
L2018/18066r-iicore-changes.pdf,,pdf,,,,0.00035,0.005587
L2018/18068-n4939-thai-noi-translit.pdf,,pdf,,,,0.00035,0.005587
L2018/18069-miao-fdbk.pdf,,pdf,,,,0.00035,0.005587
L2018/18070-feedback-thai-cd.pdf,,pdf,,,,0.00035,0.005587
L2018/18071-irgn2298-cmt.pdf,,pdf,,,,0.00035,0.005587
L2018/18072-toward-thai-noi.pdf,,pdf,,,,0.00035,0.005587
L2018/18073-svs-proposal.pdf,,pdf,,,,0.00035,0.005587
L2018/18075-ardhavisarga-props.pdf,,pdf,,,,0.00035,0.005587
L2018/18078-tibetan-depr.pdf,,pdf,,,,0.00035,0.005587
L2018/18079-sinhala-candrabindu.pdf,,pdf,,,,0.00035,0.005587
L2018/18081-rejang-numbers.pdf,,pdf,,,,0.00035,0.005587
L2018/18082-cjk-misc.pdf,,pdf,,,,0.00035,0.005587
L2018/18083-pallava.pdf,,pdf,,,,0.00035,0.005587
L2018/18084-takri-vowel-sign-r.pdf,,pdf,,,,0.00035,0.005587
L2018/18085-sirmauri.pdf,,pdf,,,,0.00035,0.005587
L2018/18088-tally-marks.pdf,,pdf,,,,0.00035,0.005587
L2018/18089-ext-emoj-suppt.pdf,,pdf,,,,0.00035,0.005587
L2018/18090-tachograph-symbols.pdf,,pdf,,,,0.00035,0.005587
L2018/18094-arabic-hausa.pdf,,pdf,,,,0.00035,0.005587
L2018/18095-tachograph-fdbk.pdf,,pdf,,,,0.00035,0.005587
L2018/18096-telegraph-upd.pdf,,pdf,,,,0.00035,0.005587
L2018/18097-nine-usource-adds.pdf,,pdf,,,,0.00035,0.005587
L2018/18099-mwg2-1-mong-proposal.pdf,,pdf,,,,0.00035,0.005587
L2018/18100-mwg2-2-opinions.pdf,,pdf,,,,0.00035,0.005587
L2018/18101-mwg2-3-graphetic-analysis.pdf,,pdf,,,,0.00035,0.005587
L2018/18102-mwg2-4-graphetic-model.pdf,,pdf,,,,0.00035,0.005587
L2018/18103-mwg2-7-updates-phonetic.pdf,,pdf,,,,0.00035,0.005587
L2018/18104-mwg2-8-cmpr-graphetic-phonetic.pdf,,pdf,,,,0.00035,0.005587
L2018/18105-mwg2-9-unicode-mong.pdf,,pdf,,,,0.00035,0.005587
L2018/18106-mwg2-12-current-problems.pdf,,pdf,,,,0.00035,0.005587
L2018/18107-mwg2-13-summary-improvement.pdf,,pdf,,,,0.00035,0.005587
L2018/18108-mwg2-14-meeting-report.pdf,,pdf,,,,0.00035,0.005587
L2018/18109-utr53-disp-fdbk.html,,html,,,,0.00035,0.005587
L2018/18110-gender-update.pdf,,pdf,,,,0.00035,0.005587
L2018/18116-closed-ai.html,,html,,,,0.00035,0.005587
L2018/18117-pubrev.html,,html,,,,0.00035,0.005587
L2018/18118-redefine-default-sortkey.pdf,,pdf,,,,0.00035,0.005587
L2018/18119-uax38-regex-changes.pdf,,pdf,,,,0.00035,0.005587
L2018/18120-new-char-property.pdf,,pdf,,,,0.00035,0.005587
L2018/18121r-n4943-khitan-cluster.pdf,,pdf,,,,0.00035,0.005587
L2018/18126-old-uyghur.pdf,,pdf,,,,0.00035,0.005587
L2018/18127-ringed-planet.pdf,,pdf,,,,0.00035,0.005587
L2018/18131-n4942-shuishu-cmt.pdf,,pdf,,,,0.00035,0.005587
L2018/18132-n4945-zanabazar-add.pdf,,pdf,,,,0.00035,0.005587
L2018/18133-n4946-shuishu-cmt2.pdf,,pdf,,,,0.00035,0.005587
L2018/18134-nelson-uax45-fenn.pdf,,pdf,,,,0.00035,0.005587
L2018/18136-tamil-shrii-cmt.txt,,txt,,,,0.00035,0.005587
L2018/18138-access-fdbk.pdf,,pdf,,,,0.00035,0.005587
L2018/18142-medefaidrin-corr.pdf,,pdf,,,,0.00035,0.005587
L2018/18145-malayalam-mark.pdf,,pdf,,,,0.00035,0.005587
L2018/18147-uax29-32-draft.pdf,,pdf,,,,0.00035,0.005587
L2018/18148-uts51-13-draft.pdf,,pdf,,,,0.00035,0.005587
L2018/18149-uax44-21-draft.pdf,,pdf,,,,0.00035,0.005587
L2018/18150-uts10-37-draft.pdf,,pdf,,,,0.00035,0.005587
L2018/18151-utr53-2-draft.pdf,,pdf,,,,0.00035,0.005587
L2018/18152-uax11-34-draft.pdf,,pdf,,,,0.00035,0.005587
L2018/18153-uax38-24-draft.pdf,,pdf,,,,0.00035,0.005587
L2018/18154-uax45-18-draft.pdf,,pdf,,,,0.00035,0.005587
L2018/18155-uax9-38-draft.pdf,,pdf,,,,0.00035,0.005587
L2018/18156-uax50-20-draft.pdf,,pdf,,,,0.00035,0.005587
L2018/18157-uax15-46-draft.pdf,,pdf,,,,0.00035,0.005587
L2018/18158-uax41-22-draft.pdf,,pdf,,,,0.00035,0.005587
L2018/18159-uax31-28-draft.pdf,,pdf,,,,0.00035,0.005587
L2018/18160-uts39-16-draft.pdf,,pdf,,,,0.00035,0.005587
L2018/18161-uts46-20-draft.pdf,,pdf,,,,0.00035,0.005587
L2018/18162-uax14-40-draft.pdf,,pdf,,,,0.00035,0.005587
L2018/18163-uax42-22-draft.pdf,,pdf,,,,0.00035,0.005587
L2018/18164r-chorasmian.pdf,,pdf,,,,0.00035,0.005587
L2018/18165-n4944-hieroglyphs.pdf,,pdf,,,,0.00035,0.005587
L2018/18168-script-rec.pdf,,pdf,,,,0.00035,0.005587
L2018/18169-sei-liaison-rept.pdf,,pdf,,,,0.00035,0.005587
L2018/18170-shogi.pdf,,pdf,,,,0.00035,0.005587
L2018/18171-vowels-below.pdf,,pdf,,,,0.00035,0.005587
L2018/18172-tamil-shrii-cmt.pdf,,pdf,,,,0.00035,0.005587
L2018/18173-linebreak-chg.pdf,,pdf,,,,0.00035,0.005587
L2018/18174-hindko.pdf,,pdf,,,,0.00035,0.005587
L2018/18175-tigalari-reply.pdf,,pdf,,,,0.00035,0.005587
L2018/18176-future-adds.pdf,,pdf,,,,0.00035,0.005587
L2018/18177-irgn2285-activity-rept.pdf,,pdf,,,,0.00035,0.005587
L2018/18180-name-changes.pdf,,pdf,,,,0.00035,0.005587
L2018/18181-n4947-assamese.pdf,,pdf,,,,0.00035,0.005587
L2018/18184-symbol-for-type-a-elec.pdf,,pdf,,,,0.00035,0.005587
L2018/18185-security.pdf,,pdf,,,,0.00035,0.005587
L2018/18186-mem-align.pdf,,pdf,,,,0.00035,0.005587
L2018/18187-utf-32-fdbk.pdf,,pdf,,,,0.00035,0.005587
L2018/18188-web-platform-diff.pdf,,pdf,,,,0.00035,0.005587
L2018/18189-irgn-2290-irg50-recs.pdf,,pdf,,,,0.00035,0.005587
L2018/18190-american-dozenal.pdf,,pdf,,,,0.00035,0.005587
L2018/18193-shuishu-n4956.pdf,,pdf,,,,0.00035,0.005587
L2018/18194-tangut-n4957.pdf,,pdf,,,,0.00035,0.005587
L2018/18195-iso-stage-req.pdf,,pdf,,,,0.00035,0.005587
L2018/18196-iso-resp.txt,,txt,,,,0.00035,0.005587
L2018/18198-colour-mod-chars.pdf,,pdf,,,,0.00035,0.005587
L2018/18201-symbols-9995.pdf,,pdf,,,,0.00035,0.005587
levels.html#full,,html,#,,,0.000355,0.004186
levels.html#institute,,html,#,,,0.000355,0.004186
levels.html#support,,html,#,,,0.000355,0.004186
logistics-utc154.html,,html,,,,0.000363,0.008248
logo_policy.html,,html,,,,0.000362,0.011616
mail-arch/,,html,,,,0.000428,0.069576
mailman/listinfo,,html,,,,0.000367,0.013561
mailto:aac-help@unicode.org?subject=Help with Adopt-a-Character,,mailto,,,,0.000372,0.004857
mailto:asmus@unicode.org,,mailto,,,,0.000356,0.003874
mailto:Convenor:%20Michel%20Suignard%20(michel@unicode.org),,mailto,,,,0.00036,0.006764
mailto:docsubmit@unicode.org,,mailto,,,,0.000411,0.005288
mailto:info@unicodeconference.org,,mailto,,,,0.00038,0.009677
mailto:ken@unicode.org,,mailto,,,,0.00038,0.023024
mailto:lunde@adobe.com,,out,,,,0.000494,0.002209
mailto:mark@macchiato.com,,out,,,,0.000391,0.000833
mailto:markdavis@google.com,,out,,,,0.000372,0.027241
mailto:markus.icu@gmail.com,,out,,,,0.000391,0.000833
members.html,,html,,,,0.000365,0.015424
members/,,html,,,,0.00038,0.066295
members/docsubmit.html,,html,,,,0.00038,0.066295
members/index.html,,html,,,,0.00042,0.069955
memblogo.html,,html,,,,0.000357,0.004272
mwgm2-restaurants.pdf,,pdf,,,,0.000376,0.000961
news.html,,html,,,,0.000379,0.006165
notes/about-notes.html,,html,,,,0.000372,0.055626
not-the-roadmap/,,html,,,,0.000375,0.007929
onlinedat/related.html,,html,,,,0.000378,0.050871
online-tools.html,,html,,,,0.000393,0.01152
past-conf.html,,html,,,,0.000411,0.009677
patent_policy.html,,html,,,,0.000362,0.011616
PDF/U0000.pdf,,pdf,,,,0.000382,0.023298
PDF/U0080.pdf,,pdf,,,,0.000379,0.023298
PDF/U0100.pdf,,pdf,,,,0.000357,0.023298
PDF/U0180.pdf,,pdf,,,,0.000363,0.023298
PDF/U0250.pdf,,pdf,,,,0.000363,0.023298
PDF/U02B0.pdf,,pdf,,,,0.000359,0.023298
PDF/U0300.pdf,,pdf,,,,0.00038,0.023298
PDF/U0370.pdf,,pdf,,,,0.000357,0.023298
PDF/U0400.pdf,,pdf,,,,0.000352,0.023298
PDF/U0500.pdf,,pdf,,,,0.000351,0.023298
PDF/U0530.pdf,,pdf,,,,0.000354,0.023298
PDF/U0590.pdf,,pdf,,,,0.000352,0.023298
PDF/U0600.pdf,,pdf,,,,0.000355,0.023298
PDF/U0700.pdf,,pdf,,,,0.000351,0.023298
PDF/U0750.pdf,,pdf,,,,0.000351,0.023298
PDF/U0780.pdf,,pdf,,,,0.000351,0.023298
PDF/U07C0.pdf,,pdf,,,,0.000351,0.023298
PDF/U0800.pdf,,pdf,,,,0.000351,0.023298
PDF/U0840.pdf,,pdf,,,,0.000351,0.023298
PDF/U0860.pdf,,pdf,,,,0.000351,0.023298
PDF/U08A0.pdf,,pdf,,,,0.000351,0.023298
PDF/U0900.pdf,,pdf,,,,0.000354,0.023298
PDF/U0980.pdf,,pdf,,,,0.000352,0.023298
PDF/U0A00.pdf,,pdf,,,,0.000352,0.023298
PDF/U0A80.pdf,,pdf,,,,0.000351,0.023298
PDF/U0B00.pdf,,pdf,,,,0.000351,0.023298
PDF/U0B80.pdf,,pdf,,,,0.000354,0.023298
PDF/U0C00.pdf,,pdf,,,,0.000352,0.023298
PDF/U0C80.pdf,,pdf,,,,0.000351,0.023298
PDF/U0D00.pdf,,pdf,,,,0.000352,0.023298
PDF/U0D80.pdf,,pdf,,,,0.000351,0.023298
PDF/U0E00.pdf,,pdf,,,,0.000352,0.023298
PDF/U0E80.pdf,,pdf,,,,0.000352,0.023298
PDF/U0F00.pdf,,pdf,,,,0.000354,0.023298
PDF/U1000.pdf,,pdf,,,,0.000352,0.023298
PDF/U10000.pdf,,pdf,,,,0.000351,0.023298
PDF/U100000.pdf,,pdf,,,,0.000351,0.023298
PDF/U10080.pdf,,pdf,,,,0.000351,0.023298
PDF/U10100.pdf,,pdf,,,,0.000351,0.023298
PDF/U10140.pdf,,pdf,,,,0.000351,0.023298
PDF/U10190.pdf,,pdf,,,,0.000354,0.023298
PDF/U101D0.pdf,,pdf,,,,0.000351,0.023298
PDF/U10280.pdf,,pdf,,,,0.000351,0.023298
PDF/U102A0.pdf,,pdf,,,,0.000351,0.023298
PDF/U102E0.pdf,,pdf,,,,0.000354,0.023298
PDF/U10300.pdf,,pdf,,,,0.000351,0.023298
PDF/U10330.pdf,,pdf,,,,0.000351,0.023298
PDF/U10350.pdf,,pdf,,,,0.000351,0.023298
PDF/U10380.pdf,,pdf,,,,0.000351,0.023298
PDF/U103A0.pdf,,pdf,,,,0.000351,0.023298
PDF/U10400.pdf,,pdf,,,,0.000351,0.023298
PDF/U10450.pdf,,pdf,,,,0.000351,0.023298
PDF/U10480.pdf,,pdf,,,,0.000351,0.023298
PDF/U104B0.pdf,,pdf,,,,0.000351,0.023298
PDF/U10500.pdf,,pdf,,,,0.000351,0.023298
PDF/U10530.pdf,,pdf,,,,0.000351,0.023298
PDF/U10600.pdf,,pdf,,,,0.000351,0.023298
PDF/U10800.pdf,,pdf,,,,0.000351,0.023298
PDF/U10840.pdf,,pdf,,,,0.000351,0.023298
PDF/U10860.pdf,,pdf,,,,0.000351,0.023298
PDF/U10880.pdf,,pdf,,,,0.000351,0.023298
PDF/U108E0.pdf,,pdf,,,,0.000351,0.023298
PDF/U10900.pdf,,pdf,,,,0.000351,0.023298
PDF/U10920.pdf,,pdf,,,,0.000351,0.023298
PDF/U10980.pdf,,pdf,,,,0.000351,0.023298
PDF/U109A0.pdf,,pdf,,,,0.000351,0.023298
PDF/U10A0.pdf,,pdf,,,,0.000352,0.023298
PDF/U10A00.pdf,,pdf,,,,0.000351,0.023298
PDF/U10A60.pdf,,pdf,,,,0.000351,0.023298
PDF/U10A80.pdf,,pdf,,,,0.000351,0.023298
PDF/U10AC0.pdf,,pdf,,,,0.000351,0.023298
PDF/U10B00.pdf,,pdf,,,,0.000351,0.023298
PDF/U10B40.pdf,,pdf,,,,0.000351,0.023298
PDF/U10B60.pdf,,pdf,,,,0.000351,0.023298
PDF/U10B80.pdf,,pdf,,,,0.000351,0.023298
PDF/U10C00.pdf,,pdf,,,,0.000351,0.023298
PDF/U10C80.pdf,,pdf,,,,0.000351,0.023298
PDF/U10D00.pdf,,pdf,,,,0.000351,0.023298
PDF/U10E60.pdf,,pdf,,,,0.000351,0.023298
PDF/U10F00.pdf,,pdf,,,,0.000351,0.023298
PDF/U10F30.pdf,,pdf,,,,0.000351,0.023298
PDF/U10FF80.pdf,,pdf,,,,0.000351,0.01745
PDF/U1100.pdf,,pdf,,,,0.000351,0.023298
PDF/U11000.pdf,,pdf,,,,0.000351,0.023298
PDF/U11080.pdf,,pdf,,,,0.000351,0.023298
PDF/U110D0.pdf,,pdf,,,,0.000351,0.023298
PDF/U11100.pdf,,pdf,,,,0.000351,0.023298
PDF/U11150.pdf,,pdf,,,,0.000351,0.023298
PDF/U11180.pdf,,pdf,,,,0.000351,0.023298
PDF/U111E0.pdf,,pdf,,,,0.000354,0.023298
PDF/U11200.pdf,,pdf,,,,0.000351,0.023298
PDF/U11280.pdf,,pdf,,,,0.000351,0.023298
PDF/U112B0.pdf,,pdf,,,,0.000351,0.023298
PDF/U11300.pdf,,pdf,,,,0.000351,0.023298
PDF/U11400.pdf,,pdf,,,,0.000351,0.023298
PDF/U11480.pdf,,pdf,,,,0.000351,0.023298
PDF/U11580.pdf,,pdf,,,,0.000351,0.023298
PDF/U11600.pdf,,pdf,,,,0.000351,0.023298
PDF/U11660.pdf,,pdf,,,,0.000351,0.023298
PDF/U11680.pdf,,pdf,,,,0.000351,0.023298
PDF/U11700.pdf,,pdf,,,,0.000351,0.023298
PDF/U11800.pdf,,pdf,,,,0.000351,0.023298
PDF/U118A0.pdf,,pdf,,,,0.000351,0.023298
PDF/U11A00.pdf,,pdf,,,,0.000351,0.023298
PDF/U11A50.pdf,,pdf,,,,0.000351,0.023298
PDF/U11AC0.pdf,,pdf,,,,0.000351,0.023298
PDF/U11C00.pdf,,pdf,,,,0.000351,0.023298
PDF/U11C70.pdf,,pdf,,,,0.000351,0.023298
PDF/U11D00.pdf,,pdf,,,,0.000351,0.023298
PDF/U11D60.pdf,,pdf,,,,0.000351,0.023298
PDF/U11EE0.pdf,,pdf,,,,0.000351,0.023298
PDF/U1200.pdf,,pdf,,,,0.000353,0.023298
PDF/U12000.pdf,,pdf,,,,0.000351,0.023298
PDF/U12400.pdf,,pdf,,,,0.000354,0.023298
PDF/U12480.pdf,,pdf,,,,0.000351,0.023298
PDF/U13000.pdf,,pdf,,,,0.000351,0.023298
PDF/U1380.pdf,,pdf,,,,0.000351,0.023298
PDF/U13A0.pdf,,pdf,,,,0.000351,0.023298
PDF/U1400.pdf,,pdf,,,,0.000352,0.023298
PDF/U14400.pdf,,pdf,,,,0.000351,0.023298
PDF/U1680.pdf,,pdf,,,,0.000351,0.023298
PDF/U16800.pdf,,pdf,,,,0.000351,0.023298
PDF/U16A0.pdf,,pdf,,,,0.000351,0.023298
PDF/U16A40.pdf,,pdf,,,,0.000351,0.023298
PDF/U16AD0.pdf,,pdf,,,,0.000351,0.023298
PDF/U16B00.pdf,,pdf,,,,0.000351,0.023298
PDF/U16E40.pdf,,pdf,,,,0.000351,0.023298
PDF/U16F00.pdf,,pdf,,,,0.000351,0.023298
PDF/U16FE0.pdf,,pdf,,,,0.000351,0.023298
PDF/U1700.pdf,,pdf,,,,0.000351,0.023298
PDF/U17000.pdf,,pdf,,,,0.000351,0.023298
PDF/U1720.pdf,,pdf,,,,0.000351,0.023298
PDF/U1740.pdf,,pdf,,,,0.000351,0.023298
PDF/U1760.pdf,,pdf,,,,0.000351,0.023298
PDF/U1780.pdf,,pdf,,,,0.000353,0.023298
PDF/U1800.pdf,,pdf,,,,0.000354,0.023298
PDF/U18800.pdf,,pdf,,,,0.000351,0.023298
PDF/U18B0.pdf,,pdf,,,,0.000351,0.023298
PDF/U1900.pdf,,pdf,,,,0.000351,0.023298
PDF/U1950.pdf,,pdf,,,,0.000351,0.023298
PDF/U1980.pdf,,pdf,,,,0.000351,0.023298
PDF/U19E0.pdf,,pdf,,,,0.000351,0.023298
PDF/U1A00.pdf,,pdf,,,,0.000351,0.023298
PDF/U1A20.pdf,,pdf,,,,0.000351,0.023298
PDF/U1AB0.pdf,,pdf,,,,0.000351,0.023298
PDF/U1B00.pdf,,pdf,,,,0.000351,0.023298
PDF/U1B000.pdf,,pdf,,,,0.000351,0.023298
PDF/U1B100.pdf,,pdf,,,,0.000351,0.023298
PDF/U1B170.pdf,,pdf,,,,0.000351,0.023298
PDF/U1B80.pdf,,pdf,,,,0.000351,0.023298
PDF/U1BC0.pdf,,pdf,,,,0.000351,0.023298
PDF/U1BC00.pdf,,pdf,,,,0.000351,0.023298
PDF/U1BCA0.pdf,,pdf,,,,0.000351,0.023298
PDF/U1C00.pdf,,pdf,,,,0.000351,0.023298
PDF/U1C50.pdf,,pdf,,,,0.000351,0.023298
PDF/U1C80.pdf,,pdf,,,,0.000351,0.023298
PDF/U1C90.pdf,,pdf,,,,0.000351,0.023298
PDF/U1CC0.pdf,,pdf,,,,0.000351,0.023298
PDF/U1CD0.pdf,,pdf,,,,0.000351,0.023298
PDF/U1D00.pdf,,pdf,,,,0.000356,0.023298
PDF/U1D000.pdf,,pdf,,,,0.000351,0.023298
PDF/U1D100.pdf,,pdf,,,,0.000352,0.023298
PDF/U1D200.pdf,,pdf,,,,0.000351,0.023298
PDF/U1D2E0.pdf,,pdf,,,,0.000351,0.023298
PDF/U1D300.pdf,,pdf,,,,0.000351,0.023298
PDF/U1D360.pdf,,pdf,,,,0.000351,0.023298
PDF/U1D400.pdf,,pdf,,,,0.00036,0.023298
PDF/U1D80.pdf,,pdf,,,,0.000351,0.01745
PDF/U1D800.pdf,,pdf,,,,0.000351,0.023298
PDF/U1DC0.pdf,,pdf,,,,0.000351,0.023298
PDF/U1E00.pdf,,pdf,,,,0.000356,0.023298
PDF/U1E000.pdf,,pdf,,,,0.000351,0.023298
PDF/U1E800.pdf,,pdf,,,,0.000351,0.023298
PDF/U1E900.pdf,,pdf,,,,0.000351,0.023298
PDF/U1EC70.pdf,,pdf,,,,0.000351,0.023298
PDF/U1EE00.pdf,,pdf,,,,0.000354,0.023298
PDF/U1F00.pdf,,pdf,,,,0.000351,0.023298
PDF/U1F000.pdf,,pdf,,,,0.000351,0.023298
PDF/U1F030.pdf,,pdf,,,,0.000351,0.023298
PDF/U1F0A0.pdf,,pdf,,,,0.000351,0.023298
PDF/U1F100.pdf,,pdf,,,,0.000352,0.023298
PDF/U1F200.pdf,,pdf,,,,0.000351,0.023298
PDF/U1F300.pdf,,pdf,,,,0.000371,0.023298
PDF/U1F600.pdf,,pdf,,,,0.000351,0.023298
PDF/U1F650.pdf,,pdf,,,,0.000352,0.023298
PDF/U1F680.pdf,,pdf,,,,0.000352,0.023298
PDF/U1F700.pdf,,pdf,,,,0.000351,0.023298
PDF/U1F780.pdf,,pdf,,,,0.000352,0.023298
PDF/U1F800.pdf,,pdf,,,,0.000351,0.023298
PDF/U1F900.pdf,,pdf,,,,0.000354,0.023298
PDF/U1FA00.pdf,,pdf,,,,0.000351,0.023298
PDF/U1FF80.pdf,,pdf,,,,0.000351,0.01745
PDF/U2000.pdf,,pdf,,,,0.000381,0.023298
PDF/U20000.pdf,,pdf,,,,0.000351,0.023298
PDF/U2070.pdf,,pdf,,,,0.000355,0.023298
PDF/U20A0.pdf,,pdf,,,,0.000359,0.023298
PDF/U20D0.pdf,,pdf,,,,0.000362,0.023298
PDF/U2100.pdf,,pdf,,,,0.000369,0.023298
PDF/U2150.pdf,,pdf,,,,0.000353,0.023298
PDF/U2190.pdf,,pdf,,,,0.000356,0.023298
PDF/U2200.pdf,,pdf,,,,0.000382,0.023298
PDF/U2300.pdf,,pdf,,,,0.000371,0.023298
PDF/U2400.pdf,,pdf,,,,0.000355,0.023298
PDF/U2440.pdf,,pdf,,,,0.000351,0.023298
PDF/U2460.pdf,,pdf,,,,0.000352,0.023298
PDF/U2500.pdf,,pdf,,,,0.000351,0.023298
PDF/U2580.pdf,,pdf,,,,0.000351,0.023298
PDF/U25A0.pdf,,pdf,,,,0.000354,0.023298
PDF/U2600.pdf,,pdf,,,,0.000387,0.023298
PDF/U2700.pdf,,pdf,,,,0.000359,0.023298
PDF/U27C0.pdf,,pdf,,,,0.000355,0.023298
PDF/U27F0.pdf,,pdf,,,,0.000351,0.023298
PDF/U2800.pdf,,pdf,,,,0.000351,0.023298
PDF/U2900.pdf,,pdf,,,,0.000352,0.023298
PDF/U2980.pdf,,pdf,,,,0.000356,0.023298
PDF/U2A00.pdf,,pdf,,,,0.000357,0.023298
PDF/U2A700.pdf,,pdf,,,,0.000351,0.023298
PDF/U2B00.pdf,,pdf,,,,0.00036,0.023298
PDF/U2B740.pdf,,pdf,,,,0.000351,0.023298
PDF/U2B820.pdf,,pdf,,,,0.000351,0.023298
PDF/U2C00.pdf,,pdf,,,,0.000351,0.023298
PDF/U2C60.pdf,,pdf,,,,0.000351,0.023298
PDF/U2C80.pdf,,pdf,,,,0.000351,0.023298
PDF/U2CEB0.pdf,,pdf,,,,0.000351,0.023298
PDF/U2D00.pdf,,pdf,,,,0.000351,0.023298
PDF/U2D30.pdf,,pdf,,,,0.000351,0.023298
PDF/U2D80.pdf,,pdf,,,,0.000351,0.023298
PDF/U2DE0.pdf,,pdf,,,,0.000351,0.023298
PDF/U2E00.pdf,,pdf,,,,0.000353,0.023298
PDF/U2E80.pdf,,pdf,,,,0.000351,0.023298
PDF/U2F00.pdf,,pdf,,,,0.000351,0.023298
PDF/U2F800.pdf,,pdf,,,,0.000351,0.023298
PDF/U2FF0.pdf,,pdf,,,,0.000351,0.023298
PDF/U2FF80.pdf,,pdf,,,,0.000351,0.01745
PDF/U3000.pdf,,pdf,,,,0.00036,0.023298
PDF/U3040.pdf,,pdf,,,,0.000352,0.023298
PDF/U30A0.pdf,,pdf,,,,0.000352,0.023298
PDF/U3100.pdf,,pdf,,,,0.000351,0.023298
PDF/U3130.pdf,,pdf,,,,0.000351,0.023298
PDF/U3190.pdf,,pdf,,,,0.000351,0.023298
PDF/U31A0.pdf,,pdf,,,,0.000351,0.023298
PDF/U31C0.pdf,,pdf,,,,0.000351,0.023298
